Circuit: * Z:\home\peter\repos\pwm-charge-controller\ltspice\pwm5.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000364466 to 0.000364467
Heightened Def Con from 0.000364467 to 0.000364467
Heightened Def Con from 0.000364467 +to 0.000364468
Heightened Def Con from 0.000364468 to 0.000364468
Heightened Def Con from 0.000364468 to 0.00036447
Heightened Def Con from 0.000364484 to 0.000364484
Heightened Def Con from 0.000364484 to 0.000364484
Heightened Def Con from 0.000364485 to 0.000364485
Heightened Def Con from 0.000364485 to 0.000364485
Heightened Def Con from 0.000364485 +to 0.000364485
Heightened Def Con from 0.000364485 +to 0.000364485
Heightened Def Con from 0.000364485 to 0.000364486
Heightened Def Con from 0.000364486 to 0.000364486
Heightened Def Con from 0.000364486 to 0.000364487
Heightened Def Con from 0.000364487 to 0.000364488
Heightened Def Con from 0.000364488 to 0.000364488
Heightened Def Con from 0.000364488 ++to 0.000364488
Heightened Def Con from 0.000364488 ++to 0.000364489
Heightened Def Con from 0.000364504 to 0.000364504
Heightened Def Con from 0.000364504 to 0.000364504
Heightened Def Con from 0.000364504 +to 0.000364505
Heightened Def Con from 0.000364505 to 0.000364505
Heightened Def Con from 0.000364507 to 0.000364507
Heightened Def Con from 0.000364507 to 0.000364508
Heightened Def Con from 0.000364508 +to 0.000364508
Heightened Def Con from 0.000364508 to 0.000364509
Heightened Def Con from 0.000364509 to 0.000364511
Heightened Def Con from 0.000364517 to 0.000364518
Heightened Def Con from 0.000364518 to 0.000364518
Heightened Def Con from 0.000364518 to 0.000364519
Heightened Def Con from 0.000364519 +to 0.00036452
Heightened Def Con from 0.00036452 to 0.000364522
Heightened Def Con from 0.000364522 to 0.000364523
Heightened Def Con from 0.000364532 +to 0.000364532
Heightened Def Con from 0.000364532 to 0.000364533
Heightened Def Con from 0.000364533 +to 0.000364534
Heightened Def Con from 0.000364534 to 0.000364535
Heightened Def Con from 0.000364538 +to 0.000364538
Heightened Def Con from 0.000364538 +to 0.000364539
Heightened Def Con from 0.000364546 to 0.000364547
Heightened Def Con from 0.000364547 to 0.000364547
Heightened Def Con from 0.000364547 to 0.000364548
Heightened Def Con from 0.000364562 to 0.000364562
Heightened Def Con from 0.000364562 to 0.000364562
Heightened Def Con from 0.000364562 to 0.000364562
Heightened Def Con from 0.000364562 to 0.000364562
Heightened Def Con from 0.000364562 to 0.000364562
Heightened Def Con from 0.000364562 to 0.000364563
Heightened Def Con from 0.000364563 to 0.000364564
Heightened Def Con from 0.00036457 to 0.000364571
Heightened Def Con from 0.000364575 +to 0.000364576
Heightened Def Con from 0.000364578 +to 0.000364578
Heightened Def Con from 0.000364578 +to 0.000364578
Heightened Def Con from 0.000364578 +to 0.000364579
Heightened Def Con from 0.000364585 to 0.000364586
Heightened Def Con from 0.000364588 to 0.000364588
Heightened Def Con from 0.000364588 to 0.000364588
Heightened Def Con from 0.000364588 to 0.000364589
Heightened Def Con from 0.000364589 to 0.00036459
Heightened Def Con from 0.00036459 to 0.000364591
Heightened Def Con from 0.000364595 ++to 0.000364595
Heightened Def Con from 0.000364595 to 0.000364595
Heightened Def Con from 0.000364595 to 0.000364595
Heightened Def Con from 0.000364595 +to 0.000364596
Heightened Def Con from 0.0003646 to 0.000364601
Heightened Def Con from 0.000364601 to 0.000364601
Heightened Def Con from 0.000364602 to 0.000364603
Heightened Def Con from 0.000364603 to 0.000364604
Heightened Def Con from 0.000364604 to 0.000364604
Heightened Def Con from 0.000364604 +to 0.000364605
Heightened Def Con from 0.000364607 to 0.000364608
Heightened Def Con from 0.00036461 to 0.000364611
Heightened Def Con from 0.000364611 +to 0.000364611
Heightened Def Con from 0.000364611 +to 0.000364611
Heightened Def Con from 0.000364613 to 0.000364613
Heightened Def Con from 0.000364613 to 0.000364614
Heightened Def Con from 0.000364616 to 0.000364617
Heightened Def Con from 0.000364617 +to 0.000364617
Heightened Def Con from 0.000364617 to 0.000364617
Heightened Def Con from 0.000364617 to 0.000364618
Heightened Def Con from 0.000364618 +to 0.000364619
Heightened Def Con from 0.000364619 +to 0.00036462
Heightened Def Con from 0.00036462 to 0.00036462
Heightened Def Con from 0.000364621 to 0.000364622
Heightened Def Con from 0.000364622 to 0.000364623
Heightened Def Con from 0.000364629 to 0.00036463
Heightened Def Con from 0.00036463 to 0.000364631
Heightened Def Con from 0.000364631 to 0.000364631
Heightened Def Con from 0.000364631 +to 0.000364632
Heightened Def Con from 0.000364632 +++to 0.000364632
Heightened Def Con from 0.000364632 to 0.000364632
Heightened Def Con from 0.000364632 to 0.000364633
Heightened Def Con from 0.000364633 to 0.000364634
Heightened Def Con from 0.000364634 to 0.000364635
Heightened Def Con from 0.000364635 to 0.000364636
Heightened Def Con from 0.000364639 to 0.00036464
Heightened Def Con from 0.000364643 to 0.000364644
Heightened Def Con from 0.000364644 +to 0.000364645
Heightened Def Con from 0.000364645 +to 0.000364646
Heightened Def Con from 0.000364646 +to 0.000364647
Heightened Def Con from 0.00036466 to 0.00036466
Heightened Def Con from 0.00036466 to 0.000364661
Heightened Def Con from 0.000364662 to 0.000364662
Heightened Def Con from 0.000364662 ++to 0.000364663
Heightened Def Con from 0.000364677 +to 0.000364677
Heightened Def Con from 0.000364677 to 0.000364678
Heightened Def Con from 0.000364678 to 0.000364679
Heightened Def Con from 0.000364679 to 0.00036468
Heightened Def Con from 0.000364682 to 0.000364683
Heightened Def Con from 0.000364683 +to 0.000364683
Heightened Def Con from 0.000364683 to 0.000364683
Heightened Def Con from 0.000364683 to 0.000364684
Heightened Def Con from 0.000364684 +to 0.000364684
Heightened Def Con from 0.000364684 to 0.000364685
Heightened Def Con from 0.000364688 to 0.000364689
Heightened Def Con from 0.000364692 to 0.000364693
Heightened Def Con from 0.000364695 to 0.000364696
Heightened Def Con from 0.000364696 +to 0.000364696
Heightened Def Con from 0.000364696 to 0.000364696
Heightened Def Con from 0.000364696 +to 0.000364697
Heightened Def Con from 0.000364703 to 0.000364703
Heightened Def Con from 0.000364703 ++to 0.000364705
Heightened Def Con from 0.000364959 to 0.000364959
Heightened Def Con from 0.000364959 to 0.00036496
Heightened Def Con from 0.000364963 to 0.000364964
Heightened Def Con from 0.000364964 to 0.000364964
Heightened Def Con from 0.000364964 to 0.000364965
Heightened Def Con from 0.000364965 to 0.000364966
Heightened Def Con from 0.000364966 to 0.000364967
Heightened Def Con from 0.000364967 to 0.000364968
Heightened Def Con from 0.000365009 ++++to 0.000365009
Heightened Def Con from 0.000365009 to 0.00036501
Heightened Def Con from 0.000365011 to 0.000365012
Heightened Def Con from 0.000365014 to 0.000365015
Heightened Def Con from 0.000365018 to 0.000365018
Heightened Def Con from 0.000365018 +to 0.000365019
Heightened Def Con from 0.000365019 to 0.00036502
Heightened Def Con from 0.00036502 to 0.000365021
Heightened Def Con from 0.000365021 to 0.000365021
Heightened Def Con from 0.000365021 +to 0.000365022
Heightened Def Con from 0.000365026 to 0.000365026
Heightened Def Con from 0.000365027 to 0.000365027
Heightened Def Con from 0.000365028 to 0.000365029
Heightened Def Con from 0.000365029 +to 0.00036503
Heightened Def Con from 0.00036503 to 0.000365031
Heightened Def Con from 0.000365031 to 0.000365031
Heightened Def Con from 0.000365031 to 0.000365032
Heightened Def Con from 0.000365041 ++to 0.000365041
Heightened Def Con from 0.000365041 to 0.000365042
Heightened Def Con from 0.000365042 to 0.000365043
Heightened Def Con from 0.000365044 to 0.000365045
Heightened Def Con from 0.000365045 +to 0.000365045
Heightened Def Con from 0.000365045 to 0.000365045
Heightened Def Con from 0.000365045 to 0.000365045
Heightened Def Con from 0.000365045 +to 0.000365045
Heightened Def Con from 0.000365045 to 0.000365046
Heightened Def Con from 0.000365048 +to 0.000365049
Heightened Def Con from 0.000365049 to 0.00036505
Heightened Def Con from 0.00036505 +to 0.000365051
Heightened Def Con from 0.000365052 to 0.000365053
Heightened Def Con from 0.000365053 to 0.000365053
Heightened Def Con from 0.000365053 to 0.000365054
Heightened Def Con from 0.000365054 to 0.000365056
Heightened Def Con from 0.000365056 to 0.000365057
Heightened Def Con from 0.000365063 +to 0.000365063
Heightened Def Con from 0.000365063 ++to 0.000365064
Heightened Def Con from 0.000365064 to 0.000365065
Heightened Def Con from 0.000365065 to 0.000365066
Heightened Def Con from 0.000365066 to 0.000365067
Heightened Def Con from 0.000365067 to 0.000365068
Heightened Def Con from 0.000365069 +to 0.00036507
Heightened Def Con from 0.000365088 to 0.000365088
Heightened Def Con from 0.000365088 to 0.000365088
Heightened Def Con from 0.000365088 ++to 0.000365089
Heightened Def Con from 0.000365089 ++to 0.000365089
Heightened Def Con from 0.000365089 to 0.000365089
Heightened Def Con from 0.000365089 to 0.00036509
Heightened Def Con from 0.000365092 +++to 0.000365092
Heightened Def Con from 0.000365092 to 0.000365092
Heightened Def Con from 0.000365093 to 0.000365093
Heightened Def Con from 0.000365093 to 0.000365094
Heightened Def Con from 0.000365094 +++to 0.000365095
Heightened Def Con from 0.000365103 to 0.000365104
Heightened Def Con from 0.000365106 to 0.000365106
Heightened Def Con from 0.000365106 to 0.000365108
Heightened Def Con from 0.000365108 to 0.000365108
Heightened Def Con from 0.000365108 +to 0.000365108
Heightened Def Con from 0.000365108 to 0.000365109
Heightened Def Con from 0.000365109 to 0.00036511
Heightened Def Con from 0.00036511 +to 0.000365111
Heightened Def Con from 0.000365111 to 0.000365113
Heightened Def Con from 0.000365117 to 0.000365118
Heightened Def Con from 0.000365118 to 0.00036512
Heightened Def Con from 0.000365124 to 0.000365125
Heightened Def Con from 0.000365125 to 0.000365125
Heightened Def Con from 0.000365125 to 0.000365126
Heightened Def Con from 0.000365126 to 0.000365126
Heightened Def Con from 0.000365126 to 0.000365127
Heightened Def Con from 0.000365127 to 0.000365127
Heightened Def Con from 0.000365127 to 0.000365127
Heightened Def Con from 0.000365127 to 0.000365127
Heightened Def Con from 0.000365127 to 0.000365128
Heightened Def Con from 0.000365128 to 0.000365128
Heightened Def Con from 0.000365128 to 0.000365129
Heightened Def Con from 0.000365129 to 0.000365129
Heightened Def Con from 0.000365129 to 0.000365129
Heightened Def Con from 0.00036513 to 0.00036513
Heightened Def Con from 0.00036513 to 0.00036513
Heightened Def Con from 0.00036513 to 0.00036513
Heightened Def Con from 0.00036513 to 0.000365131
Heightened Def Con from 0.000365135 to 0.000365136
Heightened Def Con from 0.000365136 to 0.000365137
Heightened Def Con from 0.000365139 to 0.00036514
Heightened Def Con from 0.00036514 to 0.000365141
Heightened Def Con from 0.000365144 to 0.000365144
Heightened Def Con from 0.000365145 to 0.000365146
Heightened Def Con from 0.000365146 to 0.000365146
Heightened Def Con from 0.000365148 ++++to 0.000365149
Heightened Def Con from 0.000365155 +to 0.000365156
Heightened Def Con from 0.000365156 to 0.000365156
Heightened Def Con from 0.000365156 to 0.000365156
Heightened Def Con from 0.000365157 to 0.000365157
Heightened Def Con from 0.000365157 to 0.000365157
Heightened Def Con from 0.000365159 to 0.000365159
Heightened Def Con from 0.000365159 to 0.000365159
Heightened Def Con from 0.00036516 to 0.000365161
Heightened Def Con from 0.000365163 to 0.000365163
Heightened Def Con from 0.000365163 to 0.000365164
Heightened Def Con from 0.000365164 to 0.000365164
Heightened Def Con from 0.000365165 to 0.000365166
Heightened Def Con from 0.000365166 to 0.000365167
Heightened Def Con from 0.000365167 to 0.000365167
Heightened Def Con from 0.000365167 +to 0.000365168
Heightened Def Con from 0.000365168 to 0.000365169
Heightened Def Con from 0.000365169 to 0.000365169
Heightened Def Con from 0.000365169 to 0.000365169
Heightened Def Con from 0.000365169 to 0.000365169
Heightened Def Con from 0.000365169 to 0.000365171
Heightened Def Con from 0.000365171 to 0.000365172
Heightened Def Con from 0.000365172 to 0.000365173
Heightened Def Con from 0.000365173 to 0.000365174
Heightened Def Con from 0.000365174 to 0.000365175
Heightened Def Con from 0.000365176 to 0.000365177
Heightened Def Con from 0.000365183 to 0.000365183
Heightened Def Con from 0.000365183 ++to 0.000365183
Heightened Def Con from 0.000365183 +to 0.000365183
Heightened Def Con from 0.000365183 +to 0.000365184
Heightened Def Con from 0.000365184 to 0.000365184
Heightened Def Con from 0.000365184 to 0.000365184
Heightened Def Con from 0.000365184 to 0.000365185
Heightened Def Con from 0.000365185 to 0.000365186
Heightened Def Con from 0.000365186 to 0.000365186
Heightened Def Con from 0.000365186 to 0.000365188
Heightened Def Con from 0.000365193 to 0.000365194
Heightened Def Con from 0.000365196 ++to 0.000365196
Heightened Def Con from 0.000365196 +to 0.000365197
Heightened Def Con from 0.000365197 ++to 0.000365197
Heightened Def Con from 0.000365197 ++to 0.000365197
Heightened Def Con from 0.000365197 to 0.000365197
Heightened Def Con from 0.000365198 to 0.000365198
Heightened Def Con from 0.000365198 to 0.000365199
Heightened Def Con from 0.000365201 to 0.000365202
Heightened Def Con from 0.000365207 to 0.000365208
Heightened Def Con from 0.000365208 to 0.000365209
Heightened Def Con from 0.000365209 to 0.000365209
Heightened Def Con from 0.000365209 to 0.00036521
Heightened Def Con from 0.00036521 to 0.000365211
Heightened Def Con from 0.000365212 to 0.000365213
Heightened Def Con from 0.000365215 to 0.000365216
Heightened Def Con from 0.000365216 +++to 0.000365216
Heightened Def Con from 0.000365216 to 0.000365216
Heightened Def Con from 0.000365216 to 0.000365217
Heightened Def Con from 0.000365219 to 0.00036522
Heightened Def Con from 0.000365282 to 0.000365283
Heightened Def Con from 0.000365283 +to 0.000365283
Heightened Def Con from 0.000365288 +to 0.000365289
Heightened Def Con from 0.000365289 to 0.000365289
Heightened Def Con from 0.00036529 to 0.00036529
Heightened Def Con from 0.00036529 to 0.00036529
Heightened Def Con from 0.00036529 to 0.000365292
Heightened Def Con from 0.000365294 +to 0.000365295
Heightened Def Con from 0.000365298 to 0.000365298
Heightened Def Con from 0.000365298 to 0.000365298
Heightened Def Con from 0.000365298 to 0.000365298
Heightened Def Con from 0.000365299 ++to 0.000365299
Heightened Def Con from 0.0003653 to 0.000365301
Heightened Def Con from 0.000365306 to 0.000365307
Heightened Def Con from 0.000365307 +to 0.000365307
Heightened Def Con from 0.000365307 to 0.000365309
Heightened Def Con from 0.000365309 to 0.000365311
Heightened Def Con from 0.000365313 to 0.000365313
Heightened Def Con from 0.000365313 to 0.000365314
Heightened Def Con from 0.000365314 to 0.000365314
Heightened Def Con from 0.000365314 to 0.000365314
Heightened Def Con from 0.000365314 to 0.000365314
Heightened Def Con from 0.000365314 to 0.000365315
Heightened Def Con from 0.000365316 to 0.000365316
Heightened Def Con from 0.000365316 to 0.000365316
Heightened Def Con from 0.000365316 to 0.000365316
Heightened Def Con from 0.000365316 to 0.000365318
Heightened Def Con from 0.000365318 to 0.000365319
Heightened Def Con from 0.000365319 to 0.00036532
Heightened Def Con from 0.000365322 to 0.000365322
Heightened Def Con from 0.000365322 to 0.000365322
Heightened Def Con from 0.000365323 to 0.000365324
Heightened Def Con from 0.000365324 to 0.000365324
Heightened Def Con from 0.000365324 to 0.000365325
Heightened Def Con from 0.000365325 +to 0.000365326
Heightened Def Con from 0.00036534 to 0.00036534
Heightened Def Con from 0.00036534 +to 0.00036534
Heightened Def Con from 0.00036534 +++to 0.000365342
Heightened Def Con from 0.000365342 ++to 0.000365342
Heightened Def Con from 0.000365342 to 0.000365343
Heightened Def Con from 0.000365343 to 0.000365343
Heightened Def Con from 0.000365343 to 0.000365344
Heightened Def Con from 0.000365344 to 0.000365345
Heightened Def Con from 0.000365345 +to 0.000365346
Heightened Def Con from 0.000365348 ++to 0.000365348
Heightened Def Con from 0.000365348 to 0.000365349
Heightened Def Con from 0.000365351 to 0.000365351
Heightened Def Con from 0.000365353 to 0.000365354
Heightened Def Con from 0.000365354 to 0.000365356
Heightened Def Con from 0.000365358 +to 0.000365358
Heightened Def Con from 0.000365358 to 0.000365358
Heightened Def Con from 0.000365358 +to 0.000365358
Heightened Def Con from 0.000365358 to 0.000365359
Heightened Def Con from 0.000365373 to 0.000365373
Heightened Def Con from 0.000365374 ++to 0.000365374
Heightened Def Con from 0.000365375 to 0.000365376
Heightened Def Con from 0.000365411 to 0.000365412
Heightened Def Con from 0.000365412 +to 0.000365412
Heightened Def Con from 0.000365412 to 0.000365412
Heightened Def Con from 0.000365412 to 0.000365414
Heightened Def Con from 0.00036542 +to 0.000365421
Heightened Def Con from 0.000365421 to 0.000365422
Heightened Def Con from 0.000365423 +to 0.000365423
Heightened Def Con from 0.000365423 to 0.000365424
Heightened Def Con from 0.000365426 +++to 0.000365426
Heightened Def Con from 0.000365426 +to 0.000365427
Heightened Def Con from 0.000365427 to 0.000365428
Heightened Def Con from 0.000365428 +to 0.000365429
Heightened Def Con from 0.00036543 to 0.000365431
Heightened Def Con from 0.000365437 to 0.000365437
Heightened Def Con from 0.000365437 to 0.000365437
Heightened Def Con from 0.000365437 to 0.000365439
Heightened Def Con from 0.000365442 +to 0.000365443
Heightened Def Con from 0.000365443 to 0.000365444
Heightened Def Con from 0.000365446 to 0.000365446
Heightened Def Con from 0.000365446 +to 0.000365446
Heightened Def Con from 0.000365446 +to 0.000365447
Heightened Def Con from 0.00036545 to 0.000365452
Heightened Def Con from 0.000365458 +to 0.000365458
Heightened Def Con from 0.000365458 to 0.000365459
Heightened Def Con from 0.000365459 to 0.00036546
Heightened Def Con from 0.00036546 to 0.00036546
Heightened Def Con from 0.00036546 to 0.000365462
Heightened Def Con from 0.000365465 to 0.000365465
Heightened Def Con from 0.000365465 to 0.000365466
Heightened Def Con from 0.000365466 +to 0.000365466
Heightened Def Con from 0.000365466 to 0.000365466
Heightened Def Con from 0.000365466 to 0.000365467
Heightened Def Con from 0.000365471 to 0.000365471
Heightened Def Con from 0.000365471 +to 0.000365471
Heightened Def Con from 0.000365471 to 0.000365471
Heightened Def Con from 0.000365471 to 0.000365473
Heightened Def Con from 0.000365473 to 0.000365474
Heightened Def Con from 0.000365476 to 0.000365477
Heightened Def Con from 0.000365477 +to 0.000365477
Heightened Def Con from 0.000365477 to 0.000365477
Heightened Def Con from 0.000365477 to 0.000365477
Heightened Def Con from 0.000365477 +++to 0.000365478
Heightened Def Con from 0.000365478 to 0.000365478
Heightened Def Con from 0.000365478 ++to 0.000365479
Heightened Def Con from 0.000365481 to 0.000365482
Heightened Def Con from 0.000365484 to 0.000365485
Heightened Def Con from 0.000365486 to 0.000365487
Heightened Def Con from 0.000365487 to 0.000365487
Heightened Def Con from 0.000365487 to 0.000365488
Heightened Def Con from 0.000365491 to 0.000365492
Heightened Def Con from 0.000365494 to 0.000365495
Heightened Def Con from 0.000365495 to 0.000365496
Heightened Def Con from 0.000365498 to 0.000365498
Heightened Def Con from 0.000365498 +to 0.000365499
Heightened Def Con from 0.000365499 to 0.000365499
Heightened Def Con from 0.0003655 +to 0.0003655
Heightened Def Con from 0.0003655 to 0.0003655
Heightened Def Con from 0.0003655 to 0.000365501
Heightened Def Con from 0.000365501 to 0.000365502
Heightened Def Con from 0.000365504 ++to 0.000365504
Heightened Def Con from 0.000365504 to 0.000365504
Heightened Def Con from 0.000365504 +to 0.000365504
Heightened Def Con from 0.000365504 to 0.000365505
Heightened Def Con from 0.000365506 +to 0.000365507
Heightened Def Con from 0.000365513 +to 0.000365514
Heightened Def Con from 0.000365514 to 0.000365515
Heightened Def Con from 0.000365515 to 0.000365516
Heightened Def Con from 0.000365516 ++to 0.000365517
Heightened Def Con from 0.000365517 to 0.000365518
Heightened Def Con from 0.000365521 +to 0.000365522
Heightened Def Con from 0.000365522 to 0.000365524
Heightened Def Con from 0.000365524 to 0.000365525
Heightened Def Con from 0.000365526 to 0.000365527
Heightened Def Con from 0.000365527 +to 0.000365528
Heightened Def Con from 0.000365528 to 0.000365528
Heightened Def Con from 0.000365528 to 0.000365529
Heightened Def Con from 0.000365529 to 0.00036553
Heightened Def Con from 0.00036553 to 0.000365531
Heightened Def Con from 0.000365533 +to 0.000365534
Heightened Def Con from 0.00036555 to 0.00036555
Heightened Def Con from 0.00036555 +to 0.000365552
Heightened Def Con from 0.000365553 to 0.000365553
Heightened Def Con from 0.000365553 to 0.000365554
Heightened Def Con from 0.000365588 to 0.000365588
Heightened Def Con from 0.000365588 +to 0.000365589
Heightened Def Con from 0.000365589 to 0.00036559
Heightened Def Con from 0.000365593 to 0.000365593
Heightened Def Con from 0.000365593 to 0.000365593
Heightened Def Con from 0.000365593 to 0.000365593
Heightened Def Con from 0.000365593 to 0.000365593
Heightened Def Con from 0.000365593 +to 0.000365594
Heightened Def Con from 0.000365595 +to 0.000365595
Heightened Def Con from 0.000365595 to 0.000365596
Heightened Def Con from 0.000365627 to 0.000365627
Heightened Def Con from 0.000365627 to 0.000365628
Heightened Def Con from 0.000365636 to 0.000365636
Heightened Def Con from 0.000365636 +to 0.000365636
Heightened Def Con from 0.000365636 to 0.000365637
Heightened Def Con from 0.000365637 ++to 0.000365638
Heightened Def Con from 0.00036568 to 0.000365681
Heightened Def Con from 0.00036569 +to 0.00036569
Heightened Def Con from 0.00036569 to 0.000365691
Heightened Def Con from 0.000365692 to 0.000365692
Heightened Def Con from 0.000365692 +to 0.000365692
Heightened Def Con from 0.000365692 to 0.000365693
Heightened Def Con from 0.000365693 ++to 0.000365694
Heightened Def Con from 0.000365694 to 0.000365694
Heightened Def Con from 0.000365694 to 0.000365694
Heightened Def Con from 0.000365694 to 0.000365694
Heightened Def Con from 0.000365694 to 0.000365695
Heightened Def Con from 0.000365696 to 0.000365696
Heightened Def Con from 0.000365696 +to 0.000365697
Heightened Def Con from 0.000365697 ++to 0.000365698
Heightened Def Con from 0.000365698 +to 0.000365699
Heightened Def Con from 0.000365702 to 0.000365702
Heightened Def Con from 0.000365702 to 0.000365702
Heightened Def Con from 0.000365702 +to 0.000365702
Heightened Def Con from 0.000365702 to 0.000365702
Heightened Def Con from 0.000365702 +to 0.000365703
Heightened Def Con from 0.000365738 +to 0.000365739
Heightened Def Con from 0.000365741 to 0.000365742
Heightened Def Con from 0.000365744 to 0.000365745
Heightened Def Con from 0.000365745 to 0.000365745
Heightened Def Con from 0.000365745 to 0.000365745
Heightened Def Con from 0.000365745 to 0.000365746
Heightened Def Con from 0.000365748 to 0.000365748
Heightened Def Con from 0.000365748 +to 0.000365748
Heightened Def Con from 0.000365748 to 0.000365749
Heightened Def Con from 0.000365751 to 0.000365752
Heightened Def Con from 0.000365754 to 0.000365755
Heightened Def Con from 0.000365762 to 0.000365762
Heightened Def Con from 0.000365762 to 0.000365764
Heightened Def Con from 0.000365764 to 0.000365765
Heightened Def Con from 0.000365767 +to 0.000365767
Heightened Def Con from 0.000365767 to 0.000365768
Heightened Def Con from 0.000365768 to 0.000365769
Heightened Def Con from 0.000365769 to 0.00036577
Heightened Def Con from 0.000365788 to 0.000365788
Heightened Def Con from 0.000365788 to 0.000365789
Heightened Def Con from 0.000365823 to 0.000365825
Heightened Def Con from 0.000365825 to 0.000365826
Heightened Def Con from 0.000365826 to 0.000365827
Heightened Def Con from 0.000365827 ++to 0.000365828
Heightened Def Con from 0.00036583 to 0.000365831
Heightened Def Con from 0.000365831 +to 0.000365831
Heightened Def Con from 0.000365831 to 0.000365831
Heightened Def Con from 0.000365831 +to 0.000365831
Heightened Def Con from 0.000365831 to 0.000365831
Heightened Def Con from 0.000365832 to 0.000365833
Heightened Def Con from 0.000365835 to 0.000365836
Heightened Def Con from 0.000365926 +to 0.000365926
Heightened Def Con from 0.000365926 +to 0.000365927
Heightened Def Con from 0.000365929 +to 0.000365929
Heightened Def Con from 0.000365929 to 0.000365929
Heightened Def Con from 0.000365929 ++to 0.000365929
Heightened Def Con from 0.000365934 +to 0.000365935
Heightened Def Con from 0.000365944 to 0.000365945
Heightened Def Con from 0.000365948 to 0.000365949
Heightened Def Con from 0.000365949 +to 0.00036595
Heightened Def Con from 0.00036595 to 0.000365951
Heightened Def Con from 0.000365954 +to 0.000365954
Heightened Def Con from 0.000365954 +to 0.000365955
Heightened Def Con from 0.000365957 +to 0.000365957
Heightened Def Con from 0.000365957 to 0.000365957
Heightened Def Con from 0.000365957 to 0.000365958
Heightened Def Con from 0.000365958 to 0.000365958
Heightened Def Con from 0.000365959 +to 0.000365959
Heightened Def Con from 0.000365959 to 0.00036596
Heightened Def Con from 0.000365964 +to 0.000365965
Heightened Def Con from 0.000365971 to 0.000365971
Heightened Def Con from 0.000365971 to 0.000365972
Heightened Def Con from 0.000365978 to 0.000365979
Heightened Def Con from 0.00036598 +to 0.000365981
Heightened Def Con from 0.000365981 to 0.000365981
Heightened Def Con from 0.000365981 to 0.000365981
Heightened Def Con from 0.000365981 to 0.000365982
Heightened Def Con from 0.000365982 +to 0.000365983
Heightened Def Con from 0.000365987 to 0.000365987
Heightened Def Con from 0.000365987 to 0.000365988
Heightened Def Con from 0.000365988 ++to 0.000365989
Heightened Def Con from 0.000365995 to 0.000365996
Heightened Def Con from 0.000365997 to 0.000365998
Heightened Def Con from 0.000366 to 0.000366001
Heightened Def Con from 0.000366004 to 0.000366004
Heightened Def Con from 0.000366004 ++to 0.000366004
Heightened Def Con from 0.000366004 +to 0.000366004
Heightened Def Con from 0.000366004 to 0.000366005
Heightened Def Con from 0.000366005 to 0.000366005
Heightened Def Con from 0.000366005 to 0.000366006
Heightened Def Con from 0.000366006 +to 0.000366007
Heightened Def Con from 0.000366007 to 0.000366008
Heightened Def Con from 0.000366008 ++to 0.000366009
Heightened Def Con from 0.00036601 to 0.000366011
Heightened Def Con from 0.000366013 ++to 0.000366014
Heightened Def Con from 0.000366031 to 0.000366031
Heightened Def Con from 0.000366035 to 0.000366036
Heightened Def Con from 0.000366036 to 0.000366037
Heightened Def Con from 0.000366044 +to 0.000366045
Heightened Def Con from 0.000366045 to 0.000366046
Heightened Def Con from 0.000366053 to 0.000366054
Heightened Def Con from 0.000366054 +to 0.000366055
Heightened Def Con from 0.000366055 to 0.000366055
Heightened Def Con from 0.000366055 to 0.000366056
Heightened Def Con from 0.000366063 to 0.000366064
Heightened Def Con from 0.000366064 to 0.000366065
Heightened Def Con from 0.000366067 to 0.000366067
Heightened Def Con from 0.000366067 +to 0.000366069
Heightened Def Con from 0.000366069 to 0.000366069
Heightened Def Con from 0.000366069 to 0.00036607
Heightened Def Con from 0.000366072 to 0.000366073
Heightened Def Con from 0.000366145 to 0.000366146
Heightened Def Con from 0.000366146 to 0.000366146
Heightened Def Con from 0.000366146 to 0.000366146
Heightened Def Con from 0.000366146 to 0.000366147
Heightened Def Con from 0.000366149 to 0.000366149
Heightened Def Con from 0.000366149 +to 0.000366149
Heightened Def Con from 0.00036615 to 0.000366151
Heightened Def Con from 0.000366151 +to 0.000366152
Heightened Def Con from 0.000366152 to 0.000366152
Heightened Def Con from 0.000366152 +to 0.000366152
Heightened Def Con from 0.000366152 +to 0.000366153
Heightened Def Con from 0.000366153 +to 0.000366154
Heightened Def Con from 0.000366165 to 0.000366165
Heightened Def Con from 0.000366165 to 0.000366165
Heightened Def Con from 0.000366165 to 0.000366165
Heightened Def Con from 0.000366165 +to 0.000366166
Heightened Def Con from 0.000366167 +to 0.000366167
Heightened Def Con from 0.000366167 to 0.000366168
Heightened Def Con from 0.000366168 ++to 0.000366169
Heightened Def Con from 0.000366169 ++++++to 0.00036617
Heightened Def Con from 0.000366172 to 0.000366173
Heightened Def Con from 0.000366173 +to 0.000366174
Heightened Def Con from 0.000366174 to 0.000366175
Heightened Def Con from 0.000366178 ++to 0.000366178
Heightened Def Con from 0.000366178 to 0.000366178
Heightened Def Con from 0.000366178 +to 0.000366179
Heightened Def Con from 0.000366182 to 0.000366183
Heightened Def Con from 0.000366183 to 0.000366184
Heightened Def Con from 0.000366186 to 0.000366187
Heightened Def Con from 0.000366188 to 0.000366189
Heightened Def Con from 0.000366189 to 0.000366189
Heightened Def Con from 0.000366189 +to 0.000366189
Heightened Def Con from 0.000366189 to 0.000366189
